label,pc1,pc2,pc3,pc4,pc5,pc6,pc7,pc8,pc9,pc10,pc11,pc12,pc13,pc14,pc15,pc16,pc17,pc18,pc19,pc20,pc21,pc22,pc23,pc24,pc25,pc26,pc27,pc28,pc29,pc30,pc31,pc32,pc33,pc34,pc35,pc36
3,-166.14574143712892,-1189.1896444291274,213.42150779546853,-1328.4836559982116,-737.7671178108054,231.44209172709841,82.47887516015686,-401.46882713464515,95.91146716112709,-467.88841890731595,129.7266226180684,674.3352011474377,-233.52788830908497,-338.3264439686072,-231.0236908969709,-533.1333795191296,-247.99225151397195,-247.3130232290198,44.715148280040324,-781.1742016695658,-77.58441851070086,260.72572163171844,99.7076257365551,-70.37654044517654,308.20836650661977,-10.771208798337454,-31.988734760486516,-354.8046186690205,-21.2441883302822,-451.0384755103792,-117.96291526983191,416.04950517121813,-505.58629751185833,-66.22763159213164,288.22505507311706,-33.98012286050574
3,-445.1318267684376,-1286.0222468535055,-126.51424350005466,252.62917216823428,-1651.18129268873,388.2205008398967,497.64083864524423,67.99633018767952,124.21208491714927,137.4619607320884,-354.8578861996773,557.4849420464863,-10.455605566288384,-329.14533237999456,-393.2061605015801,-114.74736652200886,-273.816221630466,-201.6927304400851,-264.8553844515581,-280.60132289392027,-397.4718553108827,-375.1544855807633,398.2992601326576,228.3875275530603,-102.86833061041817,-463.82952574880187,-319.56254976913795,109.31259425298596,117.36750855603572,-137.25230770165413,12.404446433062784,501.1922221570311,-321.492142131819,167.53004278298562,72.5420595901923,141.810949273207
4,204.24221270209554,-611.4511352215604,204.32710422861652,-1119.7292752585906,-392.6376867007334,1118.9387453145303,355.0010521149677,-997.2450530008298,190.93414325385456,187.14950687257715,-21.23065397491789,5.733525299994071,-1.1153539669625232,17.454002588999835,-29.837748060290743,223.55287030582952,437.33106876823456,351.77999740993073,313.248754892695,775.645962196509,256.4773853050381,826.9452380210577,-534.7839818692061,-217.02027879684206,-132.17059720709108,-57.18587461649352,-202.10874725626837,602.998468945895,-1.1790360767661472,184.0494591384138,285.12018038332604,-27.07149604253752,172.83196277909977,462.4705811318357,192.8511009601217,214.85734105305687
4,-184.53544341794776,-150.30472562884856,178.10109009817157,-1190.7460300603634,-294.46185040031503,1012.6022713765276,471.72650024805114,-1262.3415267497573,211.1287455460509,-490.9097631143729,-120.41533386464523,156.43334846651038,184.52591000347698,167.4698016226764,52.91871802813748,207.4797568403802,259.8408690399276,280.1293619473602,101.88657054263548,410.3729711742868,276.01563215809404,714.4417167668639,-724.4578113630471,-72.89359785956367,-92.00260626172364,123.52247248398007,-260.7672480987259,543.7599807269302,101.50251951185821,398.96327991104783,-106.12620180909335,-204.43109153368823,125.3531935967532,220.8382623283332,161.27320370013203,307.01304698275374
4,-394.93680816106456,-1325.260059427018,-499.8182810761416,717.9074165800321,-999.316646074422,1474.314024115716,880.3568549372528,187.47834626493537,-224.3250793321476,-361.94744602970206,-927.2952291855488,-73.34266748143787,219.37276422114212,203.33116782824328,-850.5839534336442,-640.2232597954518,-432.0754981173861,-129.61611791415064,-33.27661912905795,175.339022715128,206.06438459459355,41.81034049664556,-29.006511355406918,-276.70977589396267,-260.9515904185153,163.54172219311414,-141.9558078915542,280.56072642048514,-188.45891741807475,99.96313814131658,2.6635353415437173,252.0656739241803,30.47970822316078,304.63416729650265,-252.09301725821086,306.858029107031
4,-272.77333960967934,-1190.1112908853897,-283.0883196985914,-118.32146263444307,-1090.2741115862377,971.09585879471,974.1911361246457,-424.41330534578964,-114.75404567558732,119.23869796446715,-229.86650976564516,-587.5904677246897,21.80414236362919,-566.8837945782424,-509.08473411546237,-144.58016619781574,350.46559156863617,272.04514130481,-424.91124497653135,553.8893638822301,175.96030999889416,344.86665386790924,-550.7933677067913,-235.4865615501512,-22.404898627522662,-111.75837932223916,29.44361640090925,411.7507448164739,119.96597440557402,484.0945736060015,112.8244821488984,-64.04782787374351,16.771981774084313,217.786985641254,-368.91597964716675,-8.23372101756729
4,193.84387643170263,-571.8565827117949,-111.01179809556163,-204.56145235483325,-935.4385793460831,1750.800531158987,648.3050802298991,101.66505338160461,402.38866701143314,152.95137676693005,-591.7243655270532,-10.550077982153113,61.93229890928713,159.93987886800133,-416.48476047299135,109.08501548241512,-154.24057820881717,66.23032771040282,-136.2584908782736,496.2818475129861,156.00834836280723,593.116740824001,-404.86489986879525,-510.66842542667655,5.039658324225922,32.17740232947493,20.916656784251053,659.1314552829763,-38.77253805080935,354.42763621534897,86.43754661831282,38.6459757654265,156.77894291611696,374.7954977505483,-394.4897536061535,-207.9726493305529
5,-1066.8367633071066,-293.7528769073288,1903.8516996557166,-1135.3538320348753,1385.9214871927227,317.208551423411,-568.2186647123857,-284.10188329354963,337.4479285690282,-21.257653329686622,30.717038372387883,441.07035339459037,-476.42163537660224,488.38777536530824,-270.7362078040563,385.7206739332132,-151.7571071870921,749.0781565355649,-147.5090994456145,26.917277346231796,-71.06756450311238,-184.67991578265418,-375.5580959772374,227.06851771486168,128.94457368212295,-195.6643910928134,-0.8714866747775982,39.305029416234746,-294.72027584710384,-128.16457215326108,-1.737642873850163,-21.476233507767557,-74.20250764593742,-53.8691852436141,-261.67297984885965,-45.44565981077679
5,-1005.990066920056,-799.0295077337339,1527.819364162006,-700.406848166302,833.0382035060048,528.2999050413035,-572.2954126126666,447.8382776879699,355.27632193138624,539.0480712271903,-217.0342520618235,-155.59851145800764,85.7990027735825,483.6676546922557,-64.85968944162101,591.2412896762116,-373.1685255477399,47.85107672077898,-75.94060555650628,-5.87435531383817,-293.3283655075201,-162.8093499760475,-90.17110104319731,209.6974749379915,-95.83690036131941,-309.1182922091789,-93.89153380200472,469.08049331805853,-335.35602891293615,-432.9602804158594,191.33721376355493,-11.456415786849412,15.000561225284834,-156.09547610827968,202.26700135214813,-32.16134654464533
5,-1606.761231960678,-1814.2565758046233,1255.2726346445347,33.66108976766958,1019.6914314693581,227.30780070643573,-299.2325934938043,-391.9770334194494,24.224919801287697,-843.94129254031,-187.28288491008908,136.67391584153944,-510.4025568342361,264.16551968851,-393.34587314044353,52.56069276842484,-54.5209899120514,591.3969540887261,-85.5496680523649,-123.38408981777697,-29.655533266642664,-337.2104335888065,-428.6098539557711,393.72817396630336,65.79904571812882,-253.26100981350754,-59.26902160197404,172.68457068120955,-194.6210470653445,-234.98755521746963,-26.120248025515302,-80.38292103262586,-158.48754726645748,236.1641998621611,-213.12794034763,166.23603129328927
5,-1172.432740915406,-68.88839729473204,1860.1270264655875,-1032.6443998616394,1218.7376348149148,324.94107381866354,-343.19925785104897,-418.7810905333176,383.6105196590912,77.54045320107312,-239.8964607173393,404.69321223975885,-341.9926473201048,629.5523884972314,-292.38189796268256,338.89952164796784,-321.8446167497011,700.27024494648,-231.87077891711678,-94.3625639519819,-223.9491417019562,-46.66865075391565,-556.7520903024563,344.049493418987,83.28315515479136,-45.768355655143935,45.40726826348561,-58.26918459069749,-231.36457955132914,-42.46634199320249,-73.52812024972525,-46.638232605567595,-24.262091649323196,-148.33490832559565,-158.81757513260612,-13.404844975443007
5,-1292.894098797871,-1805.626068323293,1177.2965989972256,184.34812735112018,573.5189267161743,212.2869353196166,-496.13574440272237,37.35228566089911,301.22217947153297,-735.0318448479952,34.09077113397907,-279.1861073677174,-424.90943979644436,-529.9686543567384,50.696266586288246,80.08225342260306,172.229120718891,241.25574544403557,56.272858020083945,135.79832515305392,-41.46279252850282,-178.30720631346713,-3.0271089536835034,90.8218802413144,-162.9953354648634,-367.1903584618758,219.44134234765374,193.9735616337506,101.21949602380846,-276.21016004761725,365.01144463731805,45.94834656176494,-49.445721201037834,-35.322608956883045,-14.934803178181983,-39.44885162342964
6,974.6285232575977,-2165.8253006313525,1379.7995242939114,213.23801069642855,1805.6052037874972,80.99580306656597,754.525463885512,1304.5405675639167,-499.7063120151187,361.5053410750021,-59.25472728776903,-236.7683158120396,108.5279893666355,323.97766011934567,118.84324048072503,370.2320671498641,195.01865646321727,151.37079945339931,-7.345744072329978,-22.874807871709358,-583.1196607717002,-287.0219120532065,118.02824060042327,435.39794529455565,-444.927760666183,-107.89660945077186,-83.58837331054505,379.01288352971903,-159.59500657791042,183.22551372028926,-367.336865369473,134.19194139969105,342.86556799434084,-286.67660694716534,70.01054409837562,151.67573222987247
6,868.0509834471634,-2222.8185830246407,1285.8333443208653,81.6060929392868,1665.5559011752136,95.7305000143124,693.148216504291,1003.000038129264,-692.8784501925263,584.8412923584763,196.11794493901576,-171.2894079662553,-40.79994220715497,231.93589552579832,71.12473186406372,366.9610003613752,398.729849452609,63.51878704522541,134.28533952690304,-17.388501948790392,-684.6873652143174,-335.95298972159674,119.35235334659433,396.161174842876,-501.44281949649826,-242.44119808998047,-172.3627197541529,171.15004906375017,-43.04835747251042,137.1826657680941,-430.5171540486559,302.36129137221974,279.27452666947624,-406.3689790201064,-15.993651364077486,253.8359203596477
6,239.66170246882598,-3502.436818725793,1061.6238994589864,596.0844638707304,1825.4876295588708,-309.206784630848,769.1131655954812,404.3361453991658,-806.8935526840779,-535.5563779628282,548.2118989302294,100.18792316040862,-388.41391855764664,-515.8783410715204,71.47059003891452,-110.19895611402013,708.2154038687387,-298.6985150721083,402.4931909027815,-161.86149656613037,-307.10226005488994,-247.45746911745147,-53.517264936563066,142.63643387328526,-378.5525771441876,-5.360305970886628,34.9768665278815,208.1721055795793,-77.43171683081306,416.0992496315031,1.2103318002881736,225.6373804502595,146.89754729151403,-51.94142960831917,111.19104598274001,147.09595900179676
6,279.6354916251569,-3484.0946770336695,1314.0104051716733,834.654282516238,1988.1587438616423,-611.4400387843668,904.3945895228348,647.5104090598746,-538.8676608831829,-601.6244699327949,212.06819795289394,148.76374390227605,-344.52570182763037,-737.3218192625764,-20.65421653555147,-147.66424438964776,614.1631335935348,-242.16637964857676,288.7241207216492,-123.8311847420865,-134.65376717297704,-199.70804750032067,-244.79766051018768,-42.13198220185953,-238.4540615171771,288.03402796573107,-67.5515822099683,-16.31567318818822,27.236860737423644,214.7947786916844,-32.65365139397764,102.89750315716691,78.38756853543427,-120.65530164464171,36.84237829012507,6.102681683760466
6,169.51149341576968,-3317.095542081524,1501.460374282102,547.5973683958748,2734.824149557953,-769.5205047168614,1049.1468496383386,1006.8933856784166,-658.3536361139328,-667.2657055154019,-210.75678637186593,353.4976503556698,-267.5138220324378,-321.9429096742218,-215.74871847229434,-136.708247587284,308.1545934170335,-492.7272207911772,457.9049562533827,157.34387795138161,-275.422131304448,-261.9334260696338,-303.60098359837434,-424.91212475068033,316.4400001591032,285.4435085111807,-274.504298766936,-22.49575579519238,-63.59763584498984,107.16408441556045,-18.930651206442406,-193.56424345504217,-328.9540586087006,-9.653136809339571,216.084586063801,262.5924124312802
7,745.2419339837135,-1300.274497254345,-1058.3863654870277,1140.8701724095517,-668.6628268392524,-1101.468082988667,-971.1014398911468,349.5382310928898,-1052.9500978268802,994.5282440643335,418.3099151216435,164.65207270047406,-236.367032421612,681.975757548832,479.70282466666384,-233.17232063968328,-365.9011841231165,83.86878127170871,-853.8771657590496,120.05923984390537,-202.56366755594559,183.0740989575627,-329.46143179895887,-88.59730935181125,-152.5644797113858,149.61560958546337,-87.85990479625538,447.0667771496048,87.77660280431621,34.72589231386334,-374.5203259805199,-186.11042597874035,-204.4858233616258,-30.42927817978171,221.70161627057496,51.758839004274364
7,552.5694931769821,-1493.080227948635,-1211.1166984440715,902.1705501695949,-295.7616176643985,-982.955363620963,-764.6173034367073,98.74598154301562,-1240.7999581454208,1270.6052479568893,557.0775266178428,344.8122036508906,-184.59751376490462,461.2339349102383,496.643489714137,-0.8189497588593948,-438.2617011807248,-114.2806856253145,-576.8267828621601,138.9114211467742,-16.45613896311668,156.76436683949177,-56.93793779824098,-80.90110495242243,-304.4068037984138,-191.82025498777554,-24.12606552994234,391.5587406122179,181.1395650879904,185.4600313979011,-271.63187612085864,-155.5121927958928,-215.02101307242145,26.538060138132757,148.69248787708335,92.12235947403686
7,203.10902699449622,-1576.3338118407155,-675.2683989165306,1918.6610877554706,-939.4877059772614,-671.4348530114984,-1161.1431065565007,-86.05571132145855,-959.694878885669,658.4570412400733,396.46706162903894,86.80168064325451,-170.50921995600837,593.0778797351542,647.3599385196941,142.9974369945028,-120.83483255042472,-120.01184654952263,-525.3917490531328,217.16173753640425,-145.20444184205508,351.2526022887387,-295.331346613535,59.266974033205294,-59.370670760973326,205.64543597006178,20.691747132386507,495.8250601460648,96.03631557544766,60.47946600924581,-296.1257625910589,-200.89677268143558,-81.01334531040438,185.55479238346967,56.97969549288669,-121.62596247954994
7,679.7155958312295,-1500.8044970937053,-1143.3188973203305,656.5427238768557,-340.69253265057637,-1255.1870507785777,-704.0689069579621,296.3066351581804,-1023.2560904808109,1103.759762704127,658.7870953179474,256.1204792349476,-234.51635912868412,404.10380353959977,394.04600352334444,-80.98444567907175,-375.747988965588,-60.80710581203193,-721.1882019998296,192.64186733908156,383.4426344249086,-70.03877938306131,67.16562904557368,68.59276432106847,-197.40322482242357,-140.77810163958333,-4.373900203461442,172.28046432135062,305.99014941352897,74.86804055274804,-218.1919845846537,-182.17849091168515,-201.25803173245765,140.6102891767017,270.83245947369187,430.6892207641661
7,593.9151181194636,-1283.0625861436517,-1211.3083664291562,917.0068097769848,-793.3729384232721,-1430.0074781172345,-688.1160701268149,67.94370431232335,-1151.5674118837492,911.2350419302575,573.5658048440424,172.7406482466724,-455.02616262563726,557.6524304975759,485.6951410604491,-137.6049405098344,-265.6993203974855,148.99673554910856,-671.0970096547775,299.6418031876664,255.45737617449083,7.163440955767683,-73.25291988844972,69.7367284778506,-19.187360499984962,26.536035549611725,39.16287002635168,271.5695055871378,283.60002517635075,82.31399058639653,-54.58285469033844,-209.27402916631786,-361.78772909032546,231.5032209001825,240.77125887616134,417.8424454490469
8,-27.57415905145311,-586.1914913670488,-1071.7360220927205,-2549.581403077895,902.1643766733794,-1475.3914797142688,227.1461331281393,-658.0887171517307,-167.5317773392902,690.549654959091,-428.2844758415234,-749.346140346131,653.6238726919744,-231.1510697820017,660.4609682846664,-334.231756071996,-81.79794345420112,-132.3908604911335,355.70797562927174,287.82970139734726,7.322013317681815,339.4658106596576,633.1645483993599,-95.64429096923978,632.1394595662667,-5.76306394456876,-277.94704972111026,62.36326860584786,-324.6011086627353,-172.21621866447876,226.4152307789322,-307.9700569269893,-388.05064504671316,-76.1655997022662,-232.95848278938436,-188.57709121679068
8,-552.3585125266264,-1581.4736200973496,-1783.7719562428788,-1920.6107424600852,225.8217143782087,-447.18301498724446,621.0600604588067,-719.8792534104523,-414.475880881652,189.38255253781054,-36.23066295944351,-1155.7584491211683,748.639491593273,201.38974811319738,107.27282820170808,81.62954751800066,-278.5453435593951,-485.53098245504043,324.6978361476941,192.9193898101178,-36.776983412995136,-120.5026130813618,-433.9933182087515,-332.1255542265162,363.7120051303393,78.2936131322412,340.8955716127014,174.27680339752328,159.76041122989437,-310.73798125306575,76.40977401363955,24.332606070736002,532.7702618149748,-144.04889226799438,-95.15325619530864,414.1635927915364
8,-1100.8374682084313,-1000.8021248469386,-1789.0815091865722,-2232.842003273719,954.4781530059761,-134.00862078379186,973.5080015322363,-725.0825872005621,-324.3254436519936,-65.45914477537748,50.64548441681829,-722.6645096746157,825.6518805976448,546.9255173368954,86.3562931250833,187.7219348420961,3.639850057135533,-649.6457960824722,-84.75689069187327,231.53619010146457,-49.01212499448234,-184.67310282376843,-629.2802913183759,-334.28383364628365,500.14422750140244,-25.271736083594295,633.4084094405459,111.09498078581365,92.57875142850492,-214.92204360961867,-14.44763691389928,248.94254927277586,164.98142410252447,0.2822180084615109,-65.04821163752787,394.03547715156776
8,198.2414323071069,-651.27670080797,-867.0335057937999,-2928.2503435340477,629.0415284021092,-1084.5500183458164,196.28477540880215,-188.4389506338568,-18.307406944001116,1054.2695177903508,-560.6715239860234,-937.1740973377205,499.3455839018621,-94.52369051753014,342.6855542650632,-581.2639218470766,-311.6008934028135,-267.52530291492036,441.8279562157737,380.2759590415205,-509.6171448355727,72.0171130765747,371.99646192937263,-140.83137575374565,136.9349077938108,-31.600697786430345,65.8396547254729,-67.4324982674773,-121.23358990693733,-364.2412086451428,12.31771273297964,-222.14066325021403,190.09534421521028,-410.5359225243647,-208.25158325242947,64.88401652221427
8,-653.377661029655,-1019.2137048471675,-1543.9186321935458,-2345.697449819096,455.6070327460893,-1619.5120982885408,740.5879729608888,-919.2742448071222,-42.28268869149176,-235.23946118333913,91.28338489243131,-929.7107236405353,740.5787379598154,254.1535956373296,583.3359255834641,-248.75427693219038,-211.62138025096738,-403.91970692559676,187.90067290503526,-254.11831493477507,454.3369196834488,12.057231220038148,-250.63894115970265,-207.565505001291,710.3627341835397,139.73055514477448,-244.75153228507082,138.96681178471908,171.25724405661197,-295.21131490368026,171.06171128506267,-162.57861295497946,46.104877819487754,-124.00787629173915,-28.609944714592167,255.19770053312996
9,1425.8072384591817,-768.2575540778201,559.818272129682,-258.5115581272079,-555.3859711486708,996.3746957326192,-383.0373848586753,1158.702300249546,215.06451221992216,-1009.1001225797116,-465.43731628218285,-361.949958629303,-42.973020379574635,346.25991410243006,758.8224838170142,711.3834715354275,-432.0185461933699,-32.1873043796047,-88.87567144314704,340.7535214002328,-71.74257838692873,759.8165460059349,44.624974804758,151.87866654585474,64.89864504815516,25.738553344330697,193.83028988744783,-177.27953044265314,511.29226946891066,-6.523214201083105,257.26788593405547,-255.51171146557635,26.659159558613467,43.771884423826855,193.8110101841914,-174.965605916607
9,1198.207712737382,-643.3340011835719,488.34566943736434,-157.43685574691415,-666.7999276570195,1282.9222570859718,-401.27404727512265,1074.002275921365,208.7711300702215,-1080.0164192354437,-413.9097178395401,-300.0328581606713,239.9680402208573,404.75209101596556,806.4066641840197,601.1112135428133,-629.3239133834678,34.66273505056198,-141.439557859622,237.11339212006055,145.58561126622774,603.3313807746181,54.363897215931615,437.6919861132459,175.69377127709157,89.7379309074799,182.28340061104177,-177.0160911168935,302.82376286606996,-61.10238811935975,323.5145776839777,-124.47752041752112,-84.94510817254442,-193.44513697373222,302.4442139786369,14.33916594397418
9,1265.0271294238896,-1419.0972816460774,550.8231261629471,735.7316272086085,-1054.9154624823234,1035.670666685483,-233.5502876988529,628.6401276396606,-1.134531195829858,-1158.3138083326119,-628.6529314092029,-640.1105210082314,51.219721483520665,271.05898157095265,666.8985343252258,627.50246614151,-453.4370619607651,31.543333841916095,-39.55670850939123,443.5787283625686,33.042266878528,308.98444085578933,-71.73478345176278,430.33037387441993,22.906215732495937,200.75644757793563,93.73141805544019,-308.88005139547124,104.71328820871858,-201.23618636266855,273.09111332656715,-104.25738679153923,-243.38345435028333,145.6777782511644,179.8853140601253,-42.90887972835119
9,969.337395318289,-1038.6244274738858,976.9419155079502,-1421.811683143265,123.79590093285535,513.4415630882205,-166.45680661933503,-499.1011257047874,-285.8451704816231,-1371.8836556366243,-113.1401946009963,317.9618728271119,-230.51042172052783,42.87383536240628,76.35505604438126,-268.23554896652314,-343.28183917841545,404.3113226490072,85.99977455261401,479.04682489064066,188.02854650137334,-98.30004669636179,-300.5077207301917,161.86655130362686,196.034036121275,207.01521228147809,46.2057864772055,-139.02067103786968,-38.87368283068649,-449.7239602316386,35.483197877727044,-202.45168694138903,-491.88818489178703,-93.5661358459217,146.78653820593829,-16.84077879262212
